TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths,Year,Month,MonthName,YearMonth,Quarter
65,CUST6350,ACC29231,Loan,Transfer,Savings Account,Firm C,North,Manager 4,2023-01-10,14458.8,145670.01,0.620878499,657,210,2023,1,Jan,2023-01,1
174,CUST1497,ACC97411,Credit,Payment,Credit Card,Firm E,North,Manager 2,2023-02-21,46331.85,49011.68,0.65279577,521,119,2023,2,Feb,2023-02,1
10,CUST6292,ACC10996,Savings,Payment,Home Loan,Firm C,North,Manager 4,2023-02-05,112902.08,91106.1,0.231361763,754,61,2023,2,Feb,2023-02,1
175,CUST5545,ACC41829,Loan,Payment,Personal Loan,Firm B,West,Manager 1,2023-11-17,25423.48,119352.68,0.45029274,727,29,2023,11,Nov,2023-11,4
191,CUST4461,ACC77773,Savings,Payment,Home Loan,Firm D,South,Manager 2,2023-12-10,66805.27,112224.08,0.447021863,683,50,2023,12,Dec,2023-12,4
191,CUST1042,ACC53865,Credit,Payment,Home Loan,Firm E,North,Manager 1,2023-01-28,34872.38,73625.99,0.469271473,729,172,2023,1,Jan,2023-01,1
57,CUST6038,ACC40939,Current,Withdrawal,Mutual Fund,Firm A,Central,Manager 4,2023-05-05,4943.48,142812.46,0.152251931,806,167,2023,5,May,2023-05,2
51,CUST2626,ACC77592,Credit,Transfer,Mutual Fund,Firm E,East,Manager 1,2023-03-26,39348.84,23865.3,0.796181904,571,221,2023,3,Mar,2023-03,1
141,CUST2443,ACC21719,Current,Deposit,Home Loan,Firm E,North,Manager 2,2023-06-18,155241.43,67341.55,0.32691835,595,15,2023,6,Jun,2023-06,2
158,CUST1223,ACC71938,Credit,Payment,Home Loan,Firm A,West,Manager 4,2023-04-26,64691.48,40492.04,0.494227991,672,155,2023,4,Apr,2023-04,2
70,CUST4769,ACC60432,Credit,Withdrawal,Home Loan,Firm E,West,Manager 3,2023-02-10,28839.71,47856.25,1.012370546,465,115,2023,2,Feb,2023-02,1
126,CUST8288,ACC29356,Current,Transfer,Credit Card,Firm E,South,Manager 3,2023-06-18,62197.6,63526.09,0.409823326,407,82,2023,6,Jun,2023-06,2
20,CUST9843,ACC88516,Savings,Payment,Home Loan,Firm C,North,Manager 3,2023-01-13,39126.36,-9208.2,0.913844097,469,182,2023,1,Jan,2023-01,1
66,CUST1840,ACC76597,Current,Payment,Home Loan,Firm B,East,Manager 2,2023-08-18,59007.84,30373.3,0.82738586,817,33,2023,8,Aug,2023-08,3
3,CUST3315,ACC61827,Savings,Withdrawal,Savings Account,Firm C,North,Manager 1,2023-11-29,81766.59,66464.72,0.269890626,380,173,2023,11,Nov,2023-11,4
130,CUST6210,ACC15671,Current,Transfer,Credit Card,Firm C,East,Manager 4,2023-01-30,43693.89,49828.37,0.611661169,378,37,2023,1,Jan,2023-01,1
126,CUST9683,ACC39500,Current,Payment,Home Loan,Firm D,West,Manager 3,2023-05-05,41917.11,16063.04,0.568225352,346,200,2023,5,May,2023-05,2
174,CUST7855,ACC62446,Credit,Transfer,Home Loan,Firm D,East,Manager 3,2023-01-09,58351.62,52316.53,0.204438307,561,94,2023,1,Jan,2023-01,1
92,CUST2357,ACC21719,Current,Payment,Mutual Fund,Firm A,East,Manager 4,2023-04-14,-10584.45,140473.02,0.756752826,814,37,2023,4,Apr,2023-04,2
46,CUST7098,ACC88516,Current,Transfer,Home Loan,Firm E,East,Manager 3,2023-11-29,76251.5,46444.34,0.591894117,726,92,2023,11,Nov,2023-11,4
97,CUST4241,ACC70741,Savings,Transfer,Credit Card,Firm B,East,Manager 2,2023-01-06,60590.45,113020.2,0.592478805,559,40,2023,1,Jan,2023-01,1
138,CUST4884,ACC42710,Loan,Withdrawal,Personal Loan,Firm D,East,Manager 1,2024-01-01,14749.56,113746.73,0.661919859,424,239,2024,1,Jan,2024-01,1
64,CUST8028,ACC28154,Savings,Payment,Credit Card,Firm D,East,Manager 1,2024-01-17,46231.66,52926.39,0.895998787,602,93,2024,1,Jan,2024-01,1
69,CUST7173,ACC32627,Current,Deposit,Savings Account,Firm E,East,Manager 1,2023-11-18,103095.14,42718.45,0.170067609,671,94,2023,11,Nov,2023-11,4
176,CUST6082,ACC54589,Loan,Withdrawal,Mutual Fund,Firm B,Central,Manager 4,2023-01-09,54187.4,43382.51,0.257178797,822,11,2023,1,Jan,2023-01,1
6,CUST4780,ACC34119,Loan,Deposit,Savings Account,Firm E,South,Manager 2,2024-04-16,32875.18,82744.8,0.626817293,503,220,2024,4,Apr,2024-04,2
138,CUST3725,ACC80442,Savings,Payment,Savings Account,Firm D,North,Manager 1,2023-03-26,114457.82,74562.82,0.263466994,462,47,2023,3,Mar,2023-03,1
79,CUST8461,ACC53466,Loan,Payment,Credit Card,Firm D,West,Manager 1,2023-05-08,68043.97,45722.52,0.706354309,454,42,2023,5,May,2023-05,2
138,CUST2805,ACC39500,Savings,Withdrawal,Mutual Fund,Firm E,Central,Manager 2,2024-01-04,68422.31,62449.55,0.413654048,781,127,2024,1,Jan,2024-01,1
195,CUST8529,ACC11285,Loan,Deposit,Savings Account,Firm A,North,Manager 1,2024-03-21,71079.93,70027.47,0.258301552,542,200,2024,3,Mar,2024-03,1
11,CUST9564,ACC24070,Current,Payment,Mutual Fund,Firm E,South,Manager 2,2023-07-06,76332.72,52267.22,0.368371359,650,216,2023,7,Jul,2023-07,3
176,CUST3006,ACC65144,Savings,Deposit,Home Loan,Firm E,North,Manager 2,2024-01-12,80452.79,59513.48,0.560134432,848,66,2024,1,Jan,2024-01,1
32,CUST7651,ACC45907,Credit,Deposit,Personal Loan,Firm D,North,Manager 1,2024-02-21,106877.59,78029.34,0.954056649,496,154,2024,2,Feb,2024-02,1
116,CUST5121,ACC30146,Savings,Payment,Personal Loan,Firm D,North,Manager 4,2023-10-22,42901.12,51987.48,0.588236123,663,42,2023,10,Oct,2023-10,4
191,CUST2427,ACC87602,Savings,Transfer,Home Loan,Firm C,West,Manager 4,2023-11-06,47093.82,87176.77,0.175889843,519,213,2023,11,Nov,2023-11,4
55,CUST4402,ACC43771,Loan,Payment,Home Loan,Firm C,East,Manager 1,2023-06-01,-14311.68,43524.07,0.708320777,677,130,2023,6,Jun,2023-06,2
23,CUST4003,ACC97225,Credit,Deposit,Personal Loan,Firm B,West,Manager 2,2023-09-26,74213.78,-3049.41,0.860292983,668,68,2023,9,Sep,2023-09,3
75,CUST6776,ACC11062,Current,Payment,Credit Card,Firm C,East,Manager 3,2023-07-25,79704.85,60074.14,0.521683737,464,132,2023,7,Jul,2023-07,3
163,CUST3109,ACC99409,Loan,Payment,Credit Card,Firm B,Central,Manager 4,2023-12-21,72998.16,76338.89,0.930905265,583,92,2023,12,Dec,2023-12,4
194,CUST3059,ACC26956,Credit,Transfer,Home Loan,Firm C,South,Manager 4,2024-01-12,-21372.58,94925.24,0.666736522,358,190,2024,1,Jan,2024-01,1
68,CUST5610,ACC92360,Current,Payment,Credit Card,Firm B,South,Manager 4,2024-05-27,49302.02,119735.86,0.078431634,365,156,2024,5,May,2024-05,2
64,CUST7793,ACC41829,Current,Deposit,Personal Loan,Firm A,West,Manager 4,2024-03-19,57181.89,52772.09,0.432602163,474,83,2024,3,Mar,2024-03,1
46,CUST4373,ACC83581,Credit,Deposit,Mutual Fund,Firm D,East,Manager 2,2023-11-25,99078.33,35919.34,0.374449568,669,184,2023,11,Nov,2023-11,4
105,CUST5121,ACC45968,Savings,Transfer,Mutual Fund,Firm D,Central,Manager 2,2023-03-16,65939.11,71777.04,0.613384776,806,73,2023,3,Mar,2023-03,1
3,CUST4461,ACC82947,Savings,Deposit,Credit Card,Firm E,North,Manager 2,2023-10-19,118494.27,60617.48,0.338811686,842,220,2023,10,Oct,2023-10,4
13,CUST6837,ACC66086,Current,Payment,Home Loan,Firm D,South,Manager 4,2023-07-30,69461.03,83773.69,0.33127021,420,204,2023,7,Jul,2023-07,3
128,CUST9038,ACC25811,Credit,Withdrawal,Mutual Fund,Firm D,West,Manager 3,2023-10-18,2974.61,98494.03,0.615314671,620,141,2023,10,Oct,2023-10,4
192,CUST5351,ACC75675,Loan,Payment,Savings Account,Firm A,South,Manager 4,2023-11-20,61724.78,81529.97,0.079235117,460,70,2023,11,Nov,2023-11,4
60,CUST6082,ACC11837,Credit,Payment,Savings Account,Firm A,Central,Manager 2,2023-03-08,44403.41,72083.42,0.379140175,460,35,2023,3,Mar,2023-03,1
50,CUST7730,ACC16241,Loan,Withdrawal,Mutual Fund,Firm D,North,Manager 3,2023-07-19,46143.32,58174.08,0.464700354,741,173,2023,7,Jul,2023-07,3
130,CUST7493,ACC16664,Loan,Transfer,Credit Card,Firm D,Central,Manager 2,2023-05-24,74290.4,105513.69,0.021279608,836,115,2023,5,May,2023-05,2
135,CUST5253,ACC32212,Savings,Payment,Savings Account,Firm B,Central,Manager 3,2024-06-21,10612.19,124439.42,-0.157148069,379,25,2024,6,Jun,2024-06,2
170,CUST5705,ACC13357,Current,Withdrawal,Home Loan,Firm D,Central,Manager 3,2023-10-22,13805.56,81554.73,0.407204289,649,77,2023,10,Oct,2023-10,4
96,CUST1547,ACC26973,Credit,Payment,Home Loan,Firm D,North,Manager 2,2023-09-08,27686.09,29342.1,0.63952156,615,223,2023,9,Sep,2023-09,3
91,CUST5574,ACC26026,Loan,Deposit,Credit Card,Firm E,Central,Manager 1,2023-07-14,13525.33,35831.9,0.484929575,657,182,2023,7,Jul,2023-07,3
141,CUST5385,ACC18140,Credit,Deposit,Savings Account,Firm C,South,Manager 4,2023-09-11,74382.87,68884.4,0.28496938,474,77,2023,9,Sep,2023-09,3
31,CUST1223,ACC74631,Loan,Payment,Savings Account,Firm A,Central,Manager 3,2024-03-14,15433.18,82918.07,0.09462232,440,209,2024,3,Mar,2024-03,1
70,CUST4763,ACC53865,Credit,Deposit,Credit Card,Firm C,North,Manager 2,2023-10-06,51426.67,102747.29,0.746195964,368,192,2023,10,Oct,2023-10,4
179,CUST6330,ACC30787,Loan,Payment,Mutual Fund,Firm B,North,Manager 3,2023-02-23,69148.21,96521.33,0.260219731,543,198,2023,2,Feb,2023-02,1
16,CUST7395,ACC26956,Current,Deposit,Savings Account,Firm C,East,Manager 4,2023-03-26,-8448.12,117244.98,0.460989867,805,45,2023,3,Mar,2023-03,1
124,CUST9754,ACC45951,Current,Deposit,Credit Card,Firm E,West,Manager 4,2024-02-17,95279.43,15346.33,0.292858002,441,105,2024,2,Feb,2024-02,1
48,CUST1569,ACC21719,Savings,Payment,Savings Account,Firm C,East,Manager 3,2024-02-17,17650.78,22680.94,0.732162456,676,36,2024,2,Feb,2024-02,1
194,CUST7481,ACC29477,Current,Transfer,Credit Card,Firm C,North,Manager 4,2023-12-30,57403.9,125347.15,0.400133042,693,32,2023,12,Dec,2023-12,4
65,CUST2842,ACC92558,Savings,Transfer,Savings Account,Firm E,North,Manager 1,2023-05-29,27766.61,111488.48,0.163083232,716,14,2023,5,May,2023-05,2
125,CUST2067,ACC46655,Savings,Transfer,Savings Account,Firm A,Central,Manager 1,2023-04-17,38316.96,64223.01,0.451916396,334,101,2023,4,Apr,2023-04,2
121,CUST5320,ACC45101,Savings,Transfer,Mutual Fund,Firm A,South,Manager 4,2023-05-26,45327.66,117521.14,0.593242437,375,122,2023,5,May,2023-05,2
69,CUST1114,ACC67701,Savings,Deposit,Credit Card,Firm A,West,Manager 4,2023-11-29,65846.93,15537.24,0.329450634,680,45,2023,11,Nov,2023-11,4
189,CUST6350,ACC41829,Loan,Deposit,Credit Card,Firm A,Central,Manager 4,2024-01-08,88866.78,18992.99,0.595093652,651,131,2024,1,Jan,2024-01,1
192,CUST6319,ACC74631,Current,Withdrawal,Home Loan,Firm C,South,Manager 1,2023-07-17,12992.62,100679.86,0.462708352,506,207,2023,7,Jul,2023-07,3
173,CUST8318,ACC28154,Credit,Deposit,Mutual Fund,Firm B,East,Manager 4,2023-01-12,27754.84,93190.09,0.794073776,470,149,2023,1,Jan,2023-01,1
22,CUST7459,ACC78581,Savings,Withdrawal,Mutual Fund,Firm A,West,Manager 2,2024-02-21,50394.78,119775.15,0.340862167,740,168,2024,2,Feb,2024-02,1
59,CUST8461,ACC80131,Savings,Transfer,Personal Loan,Firm A,West,Manager 2,2024-01-01,54358.93,66149.45,0.34724032,365,192,2024,1,Jan,2024-01,1
164,CUST1738,ACC42710,Loan,Withdrawal,Savings Account,Firm A,West,Manager 4,2023-07-26,80776.76,78644.21,0.371543738,543,216,2023,7,Jul,2023-07,3
139,CUST6028,ACC49364,Loan,Withdrawal,Home Loan,Firm D,West,Manager 2,2023-05-24,31659.01,98973.84,1.010944999,739,215,2023,5,May,2023-05,2
174,CUST8874,ACC71426,Loan,Transfer,Mutual Fund,Firm E,South,Manager 4,2023-07-05,63895.11,43188.75,0.153879293,800,226,2023,7,Jul,2023-07,3
85,CUST4769,ACC28295,Savings,Deposit,Personal Loan,Firm B,North,Manager 4,2024-03-23,71319.5,133496.3,0.366280363,643,173,2024,3,Mar,2024-03,1
120,CUST3041,ACC88516,Current,Withdrawal,Savings Account,Firm A,South,Manager 2,2023-07-25,33190.7,47522.31,0.511435155,771,68,2023,7,Jul,2023-07,3
198,CUST9129,ACC64022,Savings,Withdrawal,Savings Account,Firm D,North,Manager 4,2023-03-08,59822.17,77291.03,0.024689168,553,200,2023,3,Mar,2023-03,1
178,CUST9528,ACC22036,Savings,Withdrawal,Home Loan,Firm B,North,Manager 4,2024-03-12,21030.29,119944.16,0.456755214,323,118,2024,3,Mar,2024-03,1
85,CUST9216,ACC65144,Credit,Payment,Credit Card,Firm A,West,Manager 2,2023-05-04,47727.34,34246.22,0.524498676,843,126,2023,5,May,2023-05,2
111,CUST9525,ACC22036,Credit,Transfer,Personal Loan,Firm A,North,Manager 1,2023-11-17,47201.29,26895.09,0.74802396,718,54,2023,11,Nov,2023-11,4
123,CUST1376,ACC19178,Savings,Transfer,Home Loan,Firm B,West,Manager 1,2023-10-20,121819.7,106658.07,0.411899492,675,150,2023,10,Oct,2023-10,4
167,CUST6837,ACC88286,Current,Deposit,Savings Account,Firm B,East,Manager 2,2023-05-03,33358.22,92838.7,0.717838714,457,128,2023,5,May,2023-05,2
109,CUST1913,ACC42467,Loan,Withdrawal,Mutual Fund,Firm D,West,Manager 2,2023-01-10,58679.25,59287.72,0.337872214,408,185,2023,1,Jan,2023-01,1
82,CUST6082,ACC29231,Loan,Withdrawal,Credit Card,Firm A,West,Manager 2,2023-03-03,73175.85,69004.46,0.103427537,594,151,2023,3,Mar,2023-03,1
56,CUST8250,ACC77592,Current,Withdrawal,Savings Account,Firm C,Central,Manager 2,2023-03-10,80485.41,112780.89,0.248469979,596,111,2023,3,Mar,2023-03,1
56,CUST2871,ACC30852,Savings,Payment,Personal Loan,Firm A,South,Manager 4,2024-05-24,23918.36,73465.83,0.478494891,338,29,2024,5,May,2024-05,2
141,CUST7028,ACC82926,Savings,Transfer,Home Loan,Firm E,East,Manager 3,2024-01-17,-10858.11,93421.39,0.649070856,668,221,2024,1,Jan,2024-01,1
157,CUST9079,ACC42710,Savings,Payment,Home Loan,Firm C,Central,Manager 3,2023-10-21,15791.7,42116.7,0.041802787,310,21,2023,10,Oct,2023-10,4
23,CUST8772,ACC48501,Loan,Transfer,Personal Loan,Firm E,East,Manager 4,2024-03-12,66973.66,38708.46,0.249239748,441,73,2024,3,Mar,2024-03,1
144,CUST9066,ACC39529,Loan,Withdrawal,Home Loan,Firm B,East,Manager 4,2023-12-10,56920.6,80329.72,0.607349858,731,6,2023,12,Dec,2023-12,4
132,CUST4373,ACC87602,Credit,Transfer,Savings Account,Firm A,South,Manager 2,2024-01-12,75480.24,-5518.35,0.362637322,388,148,2024,1,Jan,2024-01,1
130,CUST8155,ACC34568,Savings,Withdrawal,Personal Loan,Firm B,East,Manager 4,2024-02-21,36292.77,28141.19,0.239247629,652,193,2024,2,Feb,2024-02,1
137,CUST3378,ACC40939,Credit,Deposit,Savings Account,Firm E,West,Manager 2,2023-01-09,44697.0,40042.04,0.627203261,719,180,2023,1,Jan,2023-01,1
152,CUST8155,ACC92558,Savings,Deposit,Credit Card,Firm B,North,Manager 3,2023-04-17,53899.93,78671.9,0.390974374,623,216,2023,4,Apr,2023-04,2
173,CUST5574,ACC45951,Savings,Withdrawal,Mutual Fund,Firm B,North,Manager 2,2024-03-05,25070.93,87362.63,0.41114672,839,103,2024,3,Mar,2024-03,1
26,CUST7651,ACC13357,Current,Withdrawal,Credit Card,Firm E,West,Manager 3,2024-03-30,58489.73,83155.21,0.395751357,478,97,2024,3,Mar,2024-03,1
60,CUST8416,ACC28612,Loan,Transfer,Personal Loan,Firm A,Central,Manager 4,2024-02-17,100800.95,13471.36,0.332094186,542,30,2024,2,Feb,2024-02,1
68,CUST9731,ACC46953,Loan,Payment,Credit Card,Firm A,West,Manager 3,2023-10-24,44911.0,-26968.23,0.105018379,512,227,2023,10,Oct,2023-10,4
38,CUST5351,ACC55331,Credit,Deposit,Savings Account,Firm C,North,Manager 3,2023-04-14,30403.12,94299.33,0.579652081,821,127,2023,4,Apr,2023-04,2
112,CUST3131,ACC29356,Current,Payment,Home Loan,Firm C,Central,Manager 3,2023-04-17,84458.87,78980.76,0.404968962,356,219,2023,4,Apr,2023-04,2
139,CUST6029,ACC64022,Savings,Payment,Credit Card,Firm B,South,Manager 1,2023-11-25,43261.73,135867.45,0.45130645,834,156,2023,11,Nov,2023-11,4
45,CUST4584,ACC42710,Loan,Withdrawal,Savings Account,Firm E,North,Manager 3,2023-08-04,35372.62,22134.3,-0.070093142,840,229,2023,8,Aug,2023-08,3
54,CUST4769,ACC30787,Loan,Withdrawal,Home Loan,Firm C,West,Manager 4,2024-03-05,62290.64,101666.36,0.721638045,373,228,2024,3,Mar,2024-03,1
133,CUST4780,ACC18057,Savings,Payment,Personal Loan,Firm D,Central,Manager 2,2023-11-25,144421.84,96490.54,0.593189193,548,220,2023,11,Nov,2023-11,4
148,CUST4258,ACC70460,Credit,Transfer,Mutual Fund,Firm A,South,Manager 2,2024-06-07,28809.95,75436.33,0.630386557,613,73,2024,6,Jun,2024-06,2
118,CUST6350,ACC11285,Credit,Transfer,Personal Loan,Firm E,East,Manager 4,2023-01-12,44783.36,122616.31,0.658610437,613,96,2023,1,Jan,2023-01,1
199,CUST4360,ACC43771,Savings,Transfer,Credit Card,Firm A,East,Manager 2,2023-02-12,69868.59,33132.56,0.012721588,784,47,2023,2,Feb,2023-02,1
73,CUST6319,ACC83269,Credit,Deposit,Personal Loan,Firm B,Central,Manager 2,2023-07-14,81926.08,108903.96,0.690762937,508,57,2023,7,Jul,2023-07,3
7,CUST3725,ACC28154,Current,Transfer,Credit Card,Firm D,West,Manager 1,2024-05-22,80447.65,81816.84,0.539653887,694,21,2024,5,May,2024-05,2
154,CUST5174,ACC40939,Savings,Deposit,Mutual Fund,Firm D,Central,Manager 3,2024-02-18,81191.21,149364.74,0.303240135,791,195,2024,2,Feb,2024-02,1
116,CUST9038,ACC24981,Loan,Transfer,Mutual Fund,Firm E,North,Manager 3,2023-03-18,67715.8,92137.53,0.683946166,384,24,2023,3,Mar,2023-03,1
179,CUST3069,ACC57872,Current,Transfer,Personal Loan,Firm C,South,Manager 4,2023-10-16,56501.89,7643.88,0.405975082,508,85,2023,10,Oct,2023-10,4
118,CUST7651,ACC12182,Savings,Withdrawal,Home Loan,Firm B,South,Manager 1,2024-02-17,49923.06,103684.05,0.333377943,454,58,2024,2,Feb,2024-02,1
17,CUST9216,ACC82381,Loan,Transfer,Savings Account,Firm D,North,Manager 2,2024-06-13,-6588.35,53205.09,0.141919317,428,18,2024,6,Jun,2024-06,2
66,CUST3315,ACC78581,Savings,Withdrawal,Savings Account,Firm B,East,Manager 3,2024-05-02,97615.09,55054.48,0.453840268,633,36,2024,5,May,2024-05,2
41,CUST1547,ACC52131,Loan,Payment,Savings Account,Firm A,West,Manager 4,2023-01-10,58807.24,89579.73,0.766299064,743,102,2023,1,Jan,2023-01,1
164,CUST2612,ACC62446,Current,Transfer,Savings Account,Firm D,South,Manager 2,2023-02-10,102998.34,92917.36,0.224387299,340,130,2023,2,Feb,2023-02,1
9,CUST8390,ACC78178,Savings,Withdrawal,Savings Account,Firm B,East,Manager 2,2023-09-26,67550.61,55509.09,0.59805978,412,96,2023,9,Sep,2023-09,3
153,CUST5255,ACC51200,Current,Deposit,Mutual Fund,Firm D,West,Manager 3,2023-03-08,50458.71,29195.17,0.320243294,402,199,2023,3,Mar,2023-03,1
113,CUST1749,ACC18057,Savings,Transfer,Credit Card,Firm D,North,Manager 1,2024-03-19,41971.79,90218.58,0.223835366,484,59,2024,3,Mar,2024-03,1
138,CUST6526,ACC62809,Current,Transfer,Mutual Fund,Firm B,East,Manager 4,2023-09-10,34589.85,86474.4,-0.153006672,332,67,2023,9,Sep,2023-09,3
123,CUST8529,ACC70314,Current,Withdrawal,Home Loan,Firm B,Central,Manager 4,2023-09-11,55424.53,89678.46,0.263294777,369,63,2023,9,Sep,2023-09,3
187,CUST3153,ACC57516,Current,Payment,Mutual Fund,Firm D,West,Manager 3,2023-05-11,53738.87,73861.14,0.758350306,666,208,2023,5,May,2023-05,2
143,CUST7855,ACC39544,Savings,Deposit,Credit Card,Firm E,West,Manager 2,2023-02-21,26293.66,68721.79,0.45745055,740,57,2023,2,Feb,2023-02,1
76,CUST9754,ACC29356,Savings,Withdrawal,Personal Loan,Firm D,East,Manager 2,2023-01-15,30155.08,52449.99,0.283419483,450,175,2023,1,Jan,2023-01,1
116,CUST3006,ACC64022,Credit,Withdrawal,Home Loan,Firm B,North,Manager 3,2024-04-25,8783.09,87803.94,0.200849502,652,63,2024,4,Apr,2024-04,2
90,CUST6735,ACC18140,Current,Payment,Mutual Fund,Firm D,East,Manager 1,2023-08-11,78702.65,72224.0,0.280980188,708,66,2023,8,Aug,2023-08,3
96,CUST4855,ACC51971,Current,Payment,Mutual Fund,Firm A,Central,Manager 3,2024-03-30,76556.62,74953.95,0.402942592,601,156,2024,3,Mar,2024-03,1
146,CUST5174,ACC48501,Loan,Transfer,Savings Account,Firm A,Central,Manager 2,2023-05-05,38511.44,33217.56,0.697722285,845,92,2023,5,May,2023-05,2
92,CUST5385,ACC45951,Credit,Payment,Home Loan,Firm A,Central,Manager 4,2023-07-19,65054.8,55457.66,0.501504142,807,193,2023,7,Jul,2023-07,3
54,CUST1189,ACC32890,Savings,Transfer,Credit Card,Firm E,North,Manager 2,2023-05-26,15291.98,34559.48,0.122961769,560,21,2023,5,May,2023-05,2
199,CUST6082,ACC32212,Credit,Payment,Savings Account,Firm C,West,Manager 4,2023-03-10,34519.39,80411.12,0.681762427,497,120,2023,3,Mar,2023-03,1
29,CUST8874,ACC50817,Credit,Transfer,Home Loan,Firm D,East,Manager 2,2023-09-13,58973.98,124809.19,0.765465641,446,231,2023,9,Sep,2023-09,3
16,CUST9129,ACC24880,Credit,Deposit,Personal Loan,Firm A,East,Manager 1,2023-05-05,38590.49,88973.27,0.195345065,844,136,2023,5,May,2023-05,2
79,CUST8390,ACC49395,Loan,Deposit,Personal Loan,Firm E,North,Manager 2,2023-05-11,94300.11,81395.65,0.639287107,799,113,2023,5,May,2023-05,2
72,CUST1644,ACC77638,Credit,Transfer,Mutual Fund,Firm A,North,Manager 3,2023-04-19,92602.47,5190.04,0.038644936,418,104,2023,4,Apr,2023-04,2
156,CUST8772,ACC48501,Savings,Payment,Personal Loan,Firm A,Central,Manager 2,2024-03-21,47400.93,70849.48,0.566283173,468,204,2024,3,Mar,2024-03,1
62,CUST9564,ACC37688,Savings,Deposit,Credit Card,Firm D,Central,Manager 2,2023-07-01,29080.51,99298.15,0.533057157,381,70,2023,7,Jul,2023-07,3
142,CUST4769,ACC32890,Credit,Withdrawal,Mutual Fund,Firm C,North,Manager 3,2024-03-14,77993.71,66954.74,0.491193516,376,170,2024,3,Mar,2024-03,1
35,CUST1223,ACC53865,Current,Transfer,Mutual Fund,Firm A,North,Manager 3,2024-02-08,62376.96,69679.26,0.347492255,552,45,2024,2,Feb,2024-02,1
84,CUST9843,ACC10117,Loan,Withdrawal,Credit Card,Firm B,East,Manager 4,2023-09-28,12973.71,90403.83,0.578091539,849,86,2023,9,Sep,2023-09,3
135,CUST8344,ACC28305,Current,Payment,Credit Card,Firm A,West,Manager 1,2023-07-14,26129.18,131120.05,0.490450356,823,118,2023,7,Jul,2023-07,3
45,CUST5916,ACC99549,Current,Transfer,Credit Card,Firm A,West,Manager 2,2023-02-14,67080.74,19251.26,0.129114496,804,224,2023,2,Feb,2023-02,1
191,CUST1776,ACC46655,Current,Transfer,Home Loan,Firm E,South,Manager 1,2023-10-04,57462.14,57566.88,0.59518212,415,71,2023,10,Oct,2023-10,4
154,CUST7887,ACC97411,Savings,Withdrawal,Home Loan,Firm B,North,Manager 2,2023-10-31,121570.37,60984.41,0.206694641,452,236,2023,10,Oct,2023-10,4
190,CUST6565,ACC41829,Loan,Payment,Home Loan,Firm B,Central,Manager 3,2024-03-12,144271.27,50912.95,0.323886717,808,27,2024,3,Mar,2024-03,1
172,CUST5253,ACC81631,Savings,Transfer,Savings Account,Firm D,Central,Manager 1,2024-01-29,80174.9,58142.76,0.170242579,452,127,2024,1,Jan,2024-01,1
24,CUST9528,ACC76549,Current,Transfer,Credit Card,Firm E,North,Manager 2,2023-01-10,17164.2,94918.53,0.386317452,307,151,2023,1,Jan,2023-01,1
135,CUST6735,ACC76549,Loan,Payment,Mutual Fund,Firm B,East,Manager 2,2023-03-07,113548.05,161174.87,0.280097252,391,11,2023,3,Mar,2023-03,1
55,CUST7793,ACC81631,Savings,Withdrawal,Personal Loan,Firm D,South,Manager 1,2023-07-26,86808.71,122806.04,0.111485899,545,119,2023,7,Jul,2023-07,3
163,CUST4763,ACC11188,Credit,Deposit,Home Loan,Firm B,East,Manager 2,2024-05-02,63119.67,55638.28,0.630201128,624,46,2024,5,May,2024-05,2
14,CUST3187,ACC39161,Loan,Withdrawal,Credit Card,Firm E,North,Manager 2,2023-01-12,98722.87,122005.85,0.714849736,748,232,2023,1,Jan,2023-01,1
110,CUST7730,ACC94907,Credit,Withdrawal,Home Loan,Firm D,South,Manager 1,2024-06-22,33169.94,92943.81,0.48350169,747,137,2024,6,Jun,2024-06,2
96,CUST4584,ACC77638,Savings,Payment,Home Loan,Firm E,Central,Manager 2,2023-07-14,79273.46,60643.27,0.583015975,529,70,2023,7,Jul,2023-07,3
87,CUST1768,ACC87602,Current,Payment,Home Loan,Firm D,South,Manager 4,2023-05-15,70152.77,41408.48,0.704230613,550,228,2023,5,May,2023-05,2
42,CUST3187,ACC28154,Current,Transfer,Credit Card,Firm E,North,Manager 2,2024-02-06,40627.7,50140.78,0.352988105,423,120,2024,2,Feb,2024-02,1
133,CUST2357,ACC55331,Loan,Payment,Home Loan,Firm C,South,Manager 2,2024-03-22,113796.74,96214.33,0.231119679,629,118,2024,3,Mar,2024-03,1
77,CUST1738,ACC28612,Loan,Payment,Personal Loan,Firm A,North,Manager 3,2024-03-01,30241.88,19599.97,-0.03447897,731,183,2024,3,Mar,2024-03,1
8,CUST2457,ACC74656,Credit,Transfer,Credit Card,Firm E,Central,Manager 2,2024-04-25,39808.64,85128.79,0.635711618,434,224,2024,4,Apr,2024-04,2
99,CUST8416,ACC16241,Savings,Deposit,Personal Loan,Firm B,North,Manager 1,2024-02-08,84024.05,153352.78,0.492157776,689,22,2024,2,Feb,2024-02,1
134,CUST5920,ACC97411,Current,Payment,Mutual Fund,Firm D,East,Manager 3,2023-09-26,57691.9,99969.43,0.781095464,388,207,2023,9,Sep,2023-09,3
